jarak_tempuh_km,durasi_kemacetan_menit,suhu_saat_ini,nilai_mkt_sejauh_ini,probabilitas_rusak,durasi_ekskursi_menit_final,nilai_mkt_final
5.36,36.48,6.23,5.2,0.0,0,5.85
6.5,59.79,7.74,5.87,0.2072,14,6.41
16.32,17.93,6.7,6.16,0.0,2,6.73
9.14,19.48,4.87,4.63,0.0,0,4.52
2.04,10.97,4.98,4.68,0.0446,0,4.89
6.31,53.75,7.28,6.17,0.1717,11,6.72
9.3,44.67,4.77,4.42,0.0,0,4.99
2.47,6.34,5.86,5.73,0.017,0,5.79
6.24,58.91,7.61,6.47,0.2548,33,7.98
7.52,43.86,6.3,5.28,0.0,0,5.73
18.76,51.03,5.39,5.12,0.075,0,5.31
15.2,2.89,4.36,4.58,0.0509,0,4.71
17.17,30.3,4.58,4.63,0.0441,0,5.13
7.29,41.92,6.14,5.4,0.0,0,5.99
8.76,32.58,4.55,3.9,0.0,0,4.8
18.42,40.0,8.21,6.41,0.2038,29,7.06
15.73,49.07,7.96,6.98,0.1763,38,7.69
14.59,22.46,5.53,5.39,0.0,0,5.84
4.46,50.92,5.92,5.36,0.048,0,6.19
11.21,9.77,3.44,5.2,0.0,0,4.46
5.67,16.25,4.95,4.37,0.0,0,4.54
16.77,2.6,4.51,5.28,0.0,0,4.91
15.18,21.87,4.5,4.27,0.0,0,4.25
12.09,22.79,5.45,4.92,0.0196,0,4.89
18.5,48.32,4.68,6.17,0.0863,2,6.34
4.3,39.19,6.8,5.83,0.0726,3,6.65
7.13,26.2,6.86,5.78,0.0,0,6.1
18.09,39.13,6.98,6.22,0.1992,21,6.99
16.95,3.17,4.1,4.16,0.0542,0,4.57
2.71,10.82,5.29,4.97,0.0374,0,5.12
3.51,37.62,4.83,4.69,0.0052,0,5.09
7.52,38.48,4.82,5.95,0.0,0,5.69
14.84,46.45,5.31,4.75,0.1126,8,6.29
5.2,24.18,4.5,4.11,0.0252,0,4.34
17.55,43.35,6.0,5.42,0.0,0,5.63
4.2,41.04,5.86,5.5,0.0,0,5.87
17.08,57.8,6.56,4.96,0.1052,20,6.09
5.14,12.91,5.2,5.22,0.0,0,5.53
16.83,33.1,6.7,6.23,0.039,9,6.71
2.77,36.11,4.98,4.45,0.0317,0,4.93
7.51,59.92,6.59,5.27,0.0778,0,5.59
7.62,12.07,3.83,3.79,0.2684,17,2.22
10.79,31.39,5.97,5.73,0.0,0,6.0
18.55,20.77,6.82,6.36,0.0218,7,6.56
8.58,31.55,5.9,5.44,0.0375,0,5.76
8.1,13.93,4.29,4.26,0.0,0,4.3
19.55,2.86,3.39,3.57,0.0,0,3.62
5.38,34.35,5.91,5.66,0.1136,0,5.87
16.79,20.15,6.22,5.8,0.0881,0,6.21
9.82,10.92,4.96,4.5,0.0486,0,5.05
5.56,19.44,4.25,3.98,0.0872,0,4.21
18.77,2.96,5.07,5.0,0.007,0,5.08
7.09,57.03,5.21,4.44,0.0,0,5.07
13.28,34.87,4.97,4.21,0.0737,0,4.81
4.44,48.89,7.16,6.27,0.1654,11,7.0
5.98,25.39,5.53,5.44,0.0,0,5.87
5.75,54.2,7.14,5.4,0.0,0,5.9
6.91,29.0,6.95,6.24,0.0041,0,6.56
6.07,34.44,4.93,4.44,0.0,0,4.74
6.85,29.51,4.82,4.23,0.014,0,4.69
12.28,44.0,4.45,4.15,0.0,2,5.42
5.34,34.0,4.0,3.42,0.0842,7,2.81
11.28,16.3,4.76,4.64,0.0,0,4.92
18.93,8.73,4.21,4.51,0.0277,0,4.67
18.66,36.37,6.44,6.06,0.0,0,6.55
15.74,29.35,6.93,6.38,0.0,0,6.87
18.27,5.76,5.01,4.37,0.1176,0,5.04
9.79,23.74,6.89,6.44,0.0514,0,6.59
4.03,30.89,6.59,6.16,0.0,0,6.39
14.21,49.61,5.7,5.32,0.0,0,6.07
5.52,4.57,6.09,5.72,0.0,0,6.07
12.23,20.91,4.37,4.44,0.3809,35,1.89
11.01,49.36,7.82,6.5,0.1837,17,7.09
19.79,38.91,5.63,4.97,0.0548,0,5.14
17.32,17.4,5.75,5.27,0.0266,0,5.98
11.52,50.72,5.47,5.12,0.0526,0,6.02
15.91,29.6,3.6,3.82,0.0,0,4.32
3.61,29.9,4.23,4.15,0.0,0,4.76
6.5,58.6,5.48,4.93,0.0,0,5.88
7.39,56.83,4.54,4.12,0.0436,0,5.22
11.04,21.51,5.51,5.08,0.0203,0,5.27
5.25,8.43,6.14,5.75,0.0,0,5.98
17.22,19.54,6.88,5.93,0.1135,10,6.94
2.53,1.83,5.21,5.14,0.0113,0,5.17
13.71,1.25,4.02,4.03,0.0,0,4.04
3.92,23.73,5.65,5.27,0.0832,0,5.36
7.62,56.46,5.8,5.14,0.0,0,5.62
3.44,52.28,7.38,6.67,0.2732,29,7.76
14.13,30.69,4.08,3.87,0.0276,0,4.34
19.25,33.91,5.01,4.76,0.0113,0,5.49
19.98,0.36,6.44,6.35,0.0,0,6.35
10.58,12.93,5.4,5.03,0.0377,0,5.73
9.48,1.49,4.31,4.07,0.0,0,4.25
17.88,45.27,4.82,4.2,0.0,0,4.74
19.98,8.74,4.88,4.44,0.0,0,4.74
14.44,52.14,5.8,5.2,0.0672,0,5.62
16.93,38.6,3.2,4.05,0.1159,0,4.42
16.73,13.77,5.27,5.38,0.0,0,5.54
10.33,9.46,5.67,5.5,0.0465,0,5.68
3.99,37.66,5.22,4.71,0.0715,0,5.63
17.5,54.05,5.54,5.81,0.0,1,6.38
2.91,43.1,3.0,4.59,0.0,0,4.14
5.32,20.91,6.14,5.56,0.0818,0,5.79
10.05,35.24,3.96,3.93,0.0,0,4.43
7.17,18.65,6.14,5.84,0.0,0,5.94
8.49,59.95,4.45,4.48,0.0,0,4.8
18.58,44.93,3.23,4.36,0.0,0,4.03
5.55,36.86,6.97,5.65,0.0,0,6.22
8.3,25.4,5.2,4.9,0.0,0,5.13
5.8,37.09,3.64,3.6,0.0,0,4.19
14.25,20.5,6.13,5.7,0.0,0,6.34
5.33,1.73,4.67,4.66,0.0709,0,4.76
8.27,23.71,5.98,6.06,0.0101,0,5.44
7.46,55.83,7.65,6.72,0.0597,6,7.0
8.55,37.58,5.43,4.6,0.0331,0,4.13
12.54,5.04,5.39,4.93,0.0,0,5.01
9.07,53.1,5.99,5.31,0.0521,8,6.44
6.16,16.13,6.31,5.92,0.0827,0,6.02
11.96,14.63,7.26,6.65,0.0389,0,6.86
5.88,17.83,4.67,4.67,0.0008,0,4.78
15.94,34.63,6.68,5.61,0.0,4,6.38
9.93,32.68,5.41,4.92,0.0477,0,5.59
14.8,29.48,5.46,4.63,0.0147,0,5.19
6.74,43.05,7.71,6.34,0.0656,7,6.88
13.56,18.99,4.46,4.21,0.0,0,4.44
16.58,46.92,3.92,3.11,0.1353,12,3.19
6.82,10.52,6.14,6.23,0.0,0,6.3
8.92,46.96,6.76,5.95,0.0614,0,6.42
6.45,39.83,4.75,4.35,0.0007,0,4.79
5.97,40.99,4.2,4.28,0.0,0,4.11
4.13,28.89,4.57,4.23,0.0469,0,4.36
18.52,40.02,5.3,4.93,0.0931,11,6.09
6.35,4.79,6.04,6.0,0.0,0,6.07
6.98,51.09,6.95,6.4,0.218,20,7.38
12.43,3.33,5.68,5.72,0.0649,0,5.91
6.6,8.92,5.24,5.18,0.0883,0,5.29
10.18,34.61,4.49,4.03,0.0,0,4.68
7.23,44.36,5.89,5.32,0.0682,6,6.45
6.91,4.58,5.45,5.3,0.0,0,5.45
19.24,55.25,7.98,6.21,0.1499,32,6.85
5.27,58.42,5.72,4.93,0.1452,4,6.28
10.63,36.36,6.14,5.3,0.0032,0,5.7
13.99,28.87,5.54,4.9,0.0,0,4.85
2.59,44.48,5.51,4.88,0.0401,0,5.14
3.39,19.7,6.05,5.77,0.0076,0,6.16
15.34,29.6,6.43,5.99,0.1506,14,6.98
11.13,54.97,6.96,6.0,0.1808,30,7.39
7.14,57.34,5.99,5.11,0.0,0,5.78
11.04,55.62,5.11,4.39,0.0978,0,5.59
2.54,15.75,4.41,4.18,0.0,0,4.27
15.43,13.95,5.92,5.74,0.0,0,5.97
8.79,17.86,4.35,4.37,0.0637,0,4.44
3.75,26.48,6.58,6.35,0.0,0,6.54
6.63,18.85,4.95,4.43,0.0,0,4.63
2.45,22.45,5.66,5.27,0.0,0,5.45
12.4,37.24,4.73,4.16,0.0,0,3.7
4.57,45.75,7.69,6.85,0.1322,15,7.42
13.54,44.13,7.3,6.6,0.1431,12,7.01
2.54,48.87,5.53,4.86,0.0,0,5.47
7.89,1.93,5.16,5.0,0.0,0,5.03
16.18,2.86,5.24,4.75,0.0,0,5.23
6.91,47.36,5.49,4.8,0.0043,0,5.79
6.56,31.98,5.35,4.82,0.0394,0,5.25
15.65,34.69,2.98,3.21,0.0,0,3.27
8.13,3.16,3.98,3.78,0.0377,0,3.84
9.6,15.32,5.86,5.46,0.0485,0,5.7
12.13,38.3,6.34,6.0,0.0144,7,6.71
2.97,51.55,4.98,4.44,0.0,0,5.18
15.63,55.02,6.51,5.82,0.18,22,6.98
14.35,30.03,5.49,4.83,0.0,0,4.83
2.02,32.73,6.23,5.42,0.0133,0,5.72
15.71,49.98,6.53,5.41,0.0495,10,6.19
9.39,32.26,6.93,6.39,0.0,0,6.52
9.83,31.01,7.04,5.97,0.0,0,6.22
11.57,54.31,6.29,4.77,0.0066,5,5.84
9.61,47.4,5.49,6.18,0.0938,0,6.22
7.17,54.54,6.36,6.01,0.0881,0,5.98
17.21,13.09,5.89,5.78,0.0263,0,6.14
7.47,31.46,6.57,6.17,0.0552,0,6.47
6.08,50.55,4.35,4.09,0.0,0,5.24
2.44,6.67,4.5,4.28,0.0201,0,4.38
8.66,47.68,6.3,6.22,0.0,5,6.95
4.45,10.98,5.51,5.23,0.0,0,5.61
13.0,48.49,6.7,5.78,0.0292,8,6.31
5.35,36.72,5.27,4.21,0.0,0,4.58
3.83,11.59,4.9,4.76,0.0955,0,5.03
2.52,28.4,6.78,6.43,0.036,0,7.08
10.99,40.91,6.55,5.65,0.017,0,6.21
12.62,38.03,6.68,5.48,0.0,0,6.23
17.15,25.63,5.5,5.33,0.0,0,5.45
17.59,53.96,6.26,5.11,0.3432,41,7.05
8.0,31.16,5.02,5.22,0.0,0,5.28
12.64,30.35,6.15,5.41,0.0135,0,6.08
15.41,3.74,5.98,5.79,0.0,0,5.99
6.68,55.33,7.37,6.7,0.2662,35,7.93
2.98,10.63,4.46,4.19,0.0,0,4.68
8.73,31.7,5.07,5.37,0.0,0,5.3
6.76,48.21,5.19,4.68,0.072,0,5.34
14.51,12.93,3.22,5.47,0.0182,0,4.64
8.85,31.64,5.06,4.55,0.0,0,5.09
5.78,14.44,4.86,4.53,0.1154,0,4.74
5.15,45.58,7.01,6.26,0.014,7,6.93
5.33,33.86,4.83,4.5,0.0714,0,5.18
5.13,51.36,6.26,5.72,0.011,6,6.5
6.66,53.67,7.32,6.56,0.1539,20,7.46
8.59,38.92,5.43,5.11,0.0,0,5.76
8.32,43.52,5.97,5.66,0.0464,10,6.79
19.8,32.95,4.31,5.93,0.0,0,5.75
9.59,23.07,5.92,5.69,0.0149,0,6.14
6.91,38.89,7.45,6.48,0.2065,14,7.16
13.18,54.5,7.06,5.24,0.1796,5,5.9
7.94,25.0,4.82,4.39,0.0235,0,5.17
15.17,18.86,4.0,4.16,0.2639,21,2.81
4.13,23.31,4.34,3.99,0.0,0,4.36
13.42,26.12,5.49,5.13,0.0594,0,5.46
15.72,4.41,4.15,3.93,0.0603,0,4.05
15.92,29.91,4.75,4.7,0.0352,0,4.56
15.0,29.66,5.5,4.72,0.0292,0,4.93
18.06,35.31,6.15,4.97,0.0226,3,5.8
18.05,21.77,6.71,5.35,0.0527,0,5.79
13.68,36.79,1.91,1.93,0.323,36,2.08
7.1,52.69,4.71,4.83,0.0,0,5.32
14.62,57.33,6.68,5.31,0.0804,31,6.95
6.96,35.02,2.35,3.13,0.1387,15,2.64
5.08,2.56,3.8,3.79,0.1483,0,3.9
19.88,58.15,5.99,5.58,0.1813,40,7.31
7.74,42.35,6.79,6.2,0.0,0,6.16
4.8,20.16,4.67,4.52,0.043,0,5.02
3.71,8.83,5.07,4.93,0.0616,0,5.06
8.38,8.61,5.1,4.77,0.0579,0,5.26
3.88,10.06,4.28,4.24,0.0,0,4.53
2.59,2.73,4.94,4.79,0.0,0,4.83
5.16,54.13,5.64,4.84,0.0315,4,6.09
7.66,32.45,4.63,4.36,0.0,0,4.3
10.45,42.0,6.24,5.49,0.0,0,5.92
10.6,49.69,4.59,4.25,0.037,0,4.9
4.79,47.49,6.73,6.33,0.0499,1,6.71
19.92,52.96,7.5,6.81,0.2938,55,8.54
6.72,58.04,6.68,5.82,0.1232,16,6.92
15.89,26.34,5.95,5.13,0.0,0,6.04
4.56,57.02,7.04,5.8,0.1077,5,6.34
4.0,43.4,3.46,3.85,0.0,0,4.22
3.9,4.24,3.75,3.58,0.0,0,3.81
19.48,40.91,4.92,4.34,0.0,0,5.43
19.11,41.2,3.65,4.28,0.0597,21,3.16
2.08,54.35,6.23,5.03,0.0,0,5.86
6.77,22.38,2.55,2.58,0.1096,9,2.63
4.86,35.09,5.06,4.41,0.0321,0,4.61
12.73,0.73,5.97,5.65,0.0,0,5.72
3.41,19.92,5.94,5.49,0.0105,0,6.06
8.32,3.73,4.69,4.64,0.1011,0,4.83
16.35,31.31,1.7,3.44,0.1379,20,3.2
9.64,49.05,6.9,6.46,0.0236,11,7.09
4.89,12.39,4.64,4.55,0.0,0,4.85
5.12,31.65,4.9,4.76,0.0,0,4.95
11.55,12.24,6.1,5.85,0.0,0,6.22
16.85,7.24,6.08,5.57,0.0815,0,5.95
17.27,30.66,7.07,5.89,0.0001,6,6.5
9.36,4.75,5.58,5.75,0.0,0,6.14
3.18,35.24,4.46,4.34,0.0,0,4.95
19.04,1.88,4.31,4.32,0.0,0,4.45
7.47,6.4,5.77,5.6,0.0,0,5.69
4.43,33.0,4.86,4.42,0.023,0,4.54
11.81,35.48,6.23,5.98,0.1183,13,6.82
17.02,1.74,4.43,4.13,0.0,0,4.29
16.58,34.4,4.77,4.33,0.0409,0,4.69
18.79,50.31,5.71,5.32,0.0629,4,6.18
13.0,43.34,5.92,5.19,0.0397,0,5.86
6.5,7.87,4.96,4.59,0.0,0,4.78
4.2,35.55,3.71,5.69,0.0,0,5.03
16.68,40.34,6.96,5.8,0.0084,0,5.85
6.4,2.23,3.76,4.01,0.0293,0,3.98
7.81,51.32,6.4,5.9,0.1044,13,7.11
5.18,54.38,5.27,4.53,0.0,0,5.39
13.9,51.03,3.74,3.68,0.074,0,4.03
18.3,49.48,4.41,3.86,0.1504,19,5.95
15.06,44.7,6.86,6.4,0.1839,25,7.48
19.73,38.01,5.75,4.29,0.0,0,4.96
3.16,40.72,5.19,4.68,0.0,0,6.01
4.5,48.38,6.44,5.39,0.0879,0,5.81
4.69,39.75,5.26,4.77,0.0313,0,5.39
9.71,19.66,7.82,6.83,0.182,5,7.1
19.6,22.56,5.62,4.79,0.0,0,5.62
3.36,53.82,5.69,5.52,0.0542,0,5.78
18.34,1.03,5.3,5.0,0.0818,0,3.58
18.21,41.93,5.67,4.91,0.0339,0,5.84
16.36,57.29,6.58,6.36,0.2102,27,7.34
13.45,42.37,6.1,5.55,0.0818,2,6.62
3.96,59.63,8.12,6.76,0.2291,24,7.36
12.98,41.25,3.98,3.3,0.0839,0,3.92
10.35,2.06,5.95,5.65,0.0,0,5.73
16.88,49.62,5.61,5.4,0.1748,31,6.86
16.37,17.08,4.61,4.15,0.0,0,4.56
18.66,26.76,6.55,5.48,0.0241,0,5.94
5.22,18.73,4.21,3.82,0.0,0,4.14
7.75,16.11,4.33,4.04,0.0,0,4.49
19.08,25.88,6.62,5.81,0.0411,1,6.15
16.84,22.73,5.15,4.76,0.0198,0,5.12
6.95,38.0,1.35,2.2,0.433,42,2.05
4.36,48.79,6.42,5.98,0.0,0,6.28
3.08,17.83,4.45,3.93,0.0,0,4.07
5.47,12.82,4.44,4.51,0.0401,0,4.45
14.45,40.01,6.61,5.23,0.0,0,5.81
19.8,40.22,2.54,5.34,0.0146,0,4.39
2.5,54.07,6.78,5.86,0.0,0,6.17
9.98,0.96,5.38,5.16,0.0,0,5.44
14.37,51.18,5.15,4.58,0.0,0,5.76
17.38,31.26,7.2,5.62,0.0291,3,6.3
19.05,37.28,4.86,5.26,0.0,0,5.43
17.05,5.48,5.42,5.17,0.0237,0,5.54
11.4,25.96,5.35,4.56,0.1083,0,5.13
6.61,13.64,6.03,5.9,0.0,0,6.05
17.84,15.25,4.53,4.44,0.0,0,4.29
12.36,30.25,5.1,4.57,0.0,0,4.93
8.25,48.75,5.02,4.59,0.0,0,4.64
7.55,44.63,5.67,5.07,0.0,0,5.56
5.0,35.46,4.25,3.79,0.0,0,4.34
7.66,32.37,7.94,6.95,0.2147,21,7.64
6.67,25.64,5.53,5.26,0.0758,0,5.45
3.24,58.36,6.3,5.21,0.0,0,6.08
4.15,33.61,3.84,3.88,0.0296,0,4.08
13.41,15.24,6.25,6.05,0.0,0,6.59
10.97,13.81,4.57,4.12,0.0,0,4.41
4.76,36.68,5.63,4.89,0.0389,0,5.13
5.83,31.37,5.22,4.59,0.0499,0,5.11
6.86,0.46,3.22,3.29,0.0,0,3.28
4.3,49.8,5.92,5.26,0.0,0,5.78
10.05,42.25,3.19,5.07,0.0375,0,4.71
9.44,39.71,4.87,4.95,0.0405,4,4.76
6.01,4.13,5.86,5.49,0.0,0,5.75
2.02,21.72,4.89,4.19,0.0,0,4.52
15.38,56.12,8.04,6.31,0.1511,24,6.87
6.82,51.76,4.89,4.46,0.0,0,5.8
5.98,17.13,5.19,5.17,0.046,0,5.42
3.2,9.42,4.76,4.79,0.0,0,4.91
15.22,26.95,6.83,6.18,0.1086,10,6.87
5.86,21.35,5.1,5.09,0.0753,0,5.27
15.53,40.93,5.4,4.81,0.0234,0,5.68
2.31,57.99,4.62,4.25,0.0,0,4.38
16.7,21.78,6.33,5.82,0.031,0,6.32
12.17,3.73,4.52,4.09,0.0,0,4.64
11.45,53.86,3.87,3.91,0.0,0,3.82
4.9,2.28,3.84,3.8,0.0395,0,3.78
18.9,57.17,9.78,7.4,0.468,63,8.59
14.05,39.87,5.62,5.23,0.0,0,5.41
8.05,56.5,5.93,5.17,0.007,0,6.02
18.79,11.98,4.74,4.64,0.0,0,5.07
18.72,2.44,4.87,4.64,0.0,0,5.1
19.84,29.29,5.25,4.26,0.0,0,5.46
18.11,27.04,7.03,5.93,0.0,0,6.32
19.97,19.89,5.69,4.8,0.0,0,5.33
8.67,57.46,5.31,5.08,0.0,0,5.99
17.63,49.36,5.58,4.47,0.0,1,5.66
17.35,39.69,5.52,5.04,0.042,0,5.9
2.29,9.77,5.15,4.84,0.0,0,5.03
6.48,44.06,6.97,6.24,0.1245,10,7.07
19.69,43.62,2.59,4.04,0.0,0,4.33
9.44,25.5,5.79,4.89,0.0219,0,5.38
2.24,55.49,7.66,6.71,0.0,2,6.79
5.06,10.02,4.77,4.43,0.0126,0,3.88
5.32,16.04,2.5,3.22,0.0514,0,2.93
11.99,3.79,5.72,5.4,0.0542,0,5.56
5.83,47.73,4.38,5.14,0.0,0,5.06
15.35,37.31,4.41,3.82,0.0396,0,4.95
13.48,18.9,4.8,4.16,0.0,0,5.23
6.16,9.83,3.17,4.13,0.0,0,3.94
7.44,2.41,5.59,5.47,0.0,0,5.61
10.82,10.0,5.82,5.41,0.0,0,5.87
7.78,27.2,6.88,6.56,0.0,0,7.06
3.9,14.83,4.47,4.17,0.0,0,4.39
11.24,15.54,5.94,5.81,0.0236,0,5.89
6.4,52.53,5.83,5.16,0.0012,0,5.69
3.86,30.91,4.88,4.39,0.0,0,4.09
6.87,43.76,6.38,5.28,0.0,0,5.64
6.93,2.14,5.95,6.05,0.0015,0,6.04
8.59,21.91,4.91,4.49,0.0,0,4.21
17.89,28.75,2.82,3.21,0.0,0,3.58
18.87,11.19,3.72,3.77,0.0922,0,3.84
17.39,7.21,5.32,4.25,0.0383,0,4.56
10.01,52.22,7.79,6.14,0.0599,16,6.78
3.37,56.37,2.13,4.27,0.1187,6,3.93
13.24,4.73,5.58,5.53,0.0,0,5.73
15.83,20.94,4.66,4.25,0.0,0,4.79
6.52,57.5,7.17,5.85,0.0455,0,6.22
4.84,4.99,6.14,5.97,0.0,0,6.08
5.74,38.62,2.66,3.04,0.1724,8,3.09
15.42,58.33,6.65,5.94,0.0,12,6.94
17.48,58.69,5.19,5.68,0.0664,0,6.04
17.7,28.27,6.02,5.75,0.101,15,6.83
15.18,9.76,5.71,5.0,0.0,0,5.48
19.31,12.13,4.43,4.7,0.0719,0,4.42
12.67,53.38,5.18,4.25,0.0192,0,4.84
18.71,54.7,6.45,5.68,0.0607,19,6.75
5.19,36.47,4.96,4.43,0.0,0,4.68
17.71,45.97,4.78,3.92,0.0,0,4.62
9.65,44.4,3.19,3.42,0.0,0,3.56
7.94,39.71,6.22,5.6,0.0161,0,6.35
13.22,49.64,6.73,6.46,0.1922,28,7.4
11.8,41.12,7.47,5.86,0.0968,9,6.38
7.06,32.04,4.78,4.83,0.0,0,4.91
6.5,14.22,5.83,5.71,0.0119,0,5.81
8.87,44.63,2.05,1.54,0.2795,38,2.19
4.82,28.41,5.18,5.09,0.0,0,5.09
3.19,17.69,5.63,5.49,0.0,0,5.6
9.81,48.12,6.71,6.11,0.0,10,7.05
2.36,41.8,5.42,5.32,0.0243,0,5.64
14.34,56.24,5.78,5.14,0.0,0,5.05
5.28,9.93,5.74,5.68,0.0421,0,5.83
17.91,38.95,5.57,5.56,0.0254,0,5.85
6.49,14.65,4.2,4.09,0.0176,0,4.35
18.76,54.21,4.85,4.15,0.0193,0,5.17
12.02,5.97,5.58,5.45,0.0043,0,5.57
9.13,39.37,2.78,3.25,0.0,0,3.3
3.16,47.47,5.27,4.89,0.0,0,5.53
5.06,21.3,6.38,6.04,0.0959,0,6.43
12.98,57.25,2.08,4.15,0.0,0,4.11
6.61,51.04,6.38,5.5,0.133,14,6.92
7.06,17.68,4.94,4.81,0.0,0,5.12
3.82,0.45,3.98,4.0,0.0055,0,3.99
9.14,17.8,3.89,3.76,0.0417,0,4.36
7.63,16.88,4.58,3.9,0.0,0,4.14
16.62,53.4,8.66,6.91,0.3882,52,8.15
19.2,58.03,7.64,5.79,0.1493,33,6.86
6.51,4.23,5.2,5.06,0.0,0,5.25
3.44,28.28,5.79,5.33,0.0,0,5.67
19.4,32.9,4.84,4.33,0.0424,0,3.82
2.5,5.57,3.42,3.48,0.0947,0,3.43
19.66,22.65,4.67,4.14,0.0216,0,4.8
5.07,19.02,4.72,4.68,0.0359,0,4.79
18.11,32.16,2.89,3.91,0.0,0,4.24
7.47,39.67,5.72,5.08,0.0,0,5.54
4.07,42.21,5.63,4.44,0.0,0,4.89
5.73,8.21,3.65,3.73,0.0273,0,3.94
2.23,48.78,6.06,4.96,0.0,0,5.57
3.12,40.71,5.99,5.22,0.0353,0,5.05
8.63,53.34,6.44,6.02,0.0,14,7.04
6.6,26.96,6.02,5.6,0.0609,0,5.68
4.1,53.63,6.65,5.29,0.0,4,6.12
18.92,51.95,6.54,4.89,0.0391,7,5.73
11.43,26.3,6.69,6.19,0.0535,0,6.45
18.05,22.87,5.92,5.38,0.0,0,5.66
3.45,55.97,6.33,5.5,0.0333,4,6.35
19.69,42.91,6.2,5.29,0.0644,12,6.42
3.5,55.69,7.17,6.47,0.1203,12,6.99
6.84,47.82,5.02,4.59,0.0,0,5.36
18.29,36.56,6.81,5.93,0.1065,22,7.08
3.15,6.95,5.95,5.84,0.0811,0,5.89
8.16,17.49,4.81,4.76,0.0,0,4.88
14.36,58.13,6.84,5.29,0.1732,22,6.54
6.09,19.17,5.68,5.39,0.0044,0,5.69
17.55,5.6,6.34,6.05,0.0,0,6.54
4.14,42.45,6.5,6.13,0.0919,1,6.78
6.06,44.04,2.17,2.02,0.3678,32,2.17
11.0,17.13,7.05,6.22,0.0356,0,6.67
13.65,17.86,4.07,3.85,0.0,0,3.98
17.82,28.13,6.64,5.53,0.0785,5,6.35
6.76,1.31,5.36,5.34,0.0,0,5.4
11.59,47.36,6.62,6.19,0.1641,19,7.12
4.96,19.03,5.49,5.16,0.0,0,5.26
16.24,51.23,8.1,6.03,0.2424,31,7.11
13.48,48.16,7.81,6.08,0.1248,23,6.93
4.3,39.68,5.39,4.8,0.0314,0,5.36
9.64,19.49,3.91,4.17,0.0884,0,4.23
6.0,30.98,6.24,5.93,0.0315,0,6.35
10.08,26.69,4.92,4.4,0.0,0,4.64
16.36,20.33,5.58,5.27,0.0896,0,5.31
13.16,50.89,4.89,4.17,0.0119,0,5.13
18.15,29.01,6.75,5.83,0.1252,16,6.75
13.15,49.96,5.48,4.77,0.18,27,6.74
3.59,6.31,4.47,4.11,0.0128,0,4.17
4.69,8.46,4.78,4.28,0.0673,0,4.43
5.23,58.64,8.16,7.13,0.065,13,7.3
5.98,35.27,4.81,4.53,0.0,0,5.36
14.35,30.59,5.84,5.68,0.0,0,5.99
10.37,31.39,4.29,4.14,0.0506,0,4.47
17.67,12.92,5.78,5.02,0.072,0,5.4
2.9,43.12,7.19,6.28,0.1244,8,6.99
15.9,5.09,4.79,4.23,0.0586,0,4.46
6.43,34.4,5.84,5.21,0.0,0,5.73
6.38,34.25,3.12,2.84,0.0424,0,3.06
19.75,54.85,8.01,6.35,0.2205,47,7.66
17.13,31.57,6.97,6.28,0.1486,28,7.47
4.92,8.22,2.46,2.68,0.0,0,2.76
9.17,34.37,6.17,5.72,0.0,0,6.47
9.95,5.48,4.72,4.46,0.0,0,4.94
7.58,12.23,5.62,5.07,0.0,0,5.18
16.35,1.87,4.99,5.12,0.0099,0,5.14
16.24,30.8,4.12,3.95,0.0,0,4.4
12.65,5.07,4.0,5.07,0.0,0,4.83
17.16,28.16,4.94,4.5,0.0,0,4.97
11.56,55.98,7.53,6.41,0.0989,30,7.54
6.86,43.19,6.66,6.05,0.014,1,6.61
13.47,4.64,4.68,4.7,0.0043,0,4.69
7.66,13.45,4.35,4.71,0.0,0,4.78
16.89,40.42,7.02,5.56,0.0,1,6.09
13.68,53.68,8.79,7.22,0.2361,44,7.95
14.7,1.98,5.92,5.45,0.0305,0,5.67
2.79,48.75,5.35,4.69,0.0268,0,5.16
11.43,33.71,5.73,5.17,0.0457,0,5.47
2.21,32.77,5.38,5.26,0.0422,0,5.63
4.99,57.47,5.96,5.27,0.1458,15,6.57
2.93,44.86,6.82,6.27,0.0335,0,6.64
9.85,51.01,5.9,5.19,0.0396,0,6.46
11.96,21.24,5.8,5.12,0.0101,0,5.73
11.23,33.26,4.61,4.34,0.0,0,4.92
5.74,36.92,6.93,6.2,0.0391,1,6.75
19.37,19.3,2.95,2.7,0.1616,16,3.01
11.06,34.21,5.09,4.41,0.0,0,5.7
18.13,14.2,4.09,4.04,0.0055,0,4.49
5.44,8.6,2.89,3.98,0.0725,0,3.64
13.22,22.44,5.64,5.69,0.0,0,6.14
5.36,44.36,5.97,5.55,0.0,0,6.23
16.46,54.97,5.92,5.32,0.0169,4,6.25
4.01,27.46,6.65,5.78,0.0,0,6.01
6.59,38.57,5.69,4.84,0.0101,0,5.54
5.78,6.18,3.77,3.68,0.0076,0,3.78
8.17,54.27,5.02,4.74,0.0367,0,5.68
6.11,34.12,5.76,5.23,0.0,0,5.47
9.33,46.82,5.1,4.68,0.0291,0,5.22
5.92,47.67,5.31,4.41,0.0,0,5.22
13.49,15.39,5.97,5.65,0.0,0,5.91
14.18,31.75,7.22,5.68,0.0,6,6.21
13.24,57.63,6.57,5.91,0.1113,28,7.31
9.1,5.38,5.71,5.38,0.0307,0,5.5
