sisa_jarak_km,durasi_kemacetan_menit,fluktuasi_mkt,probabilitas_rusak
364.84,28.8,-1.36,0.2922
26.02,44.7,-4.53,0.0301
442.12,13.3,0.75,0.5486
431.34,116.5,-1.8,0.6651
221.66,68.9,-0.61,0.0762
292.93,15.3,-2.28,0.1221
488.04,42.3,-0.03,0.6184
266.15,65.6,-0.51,0.2408
452.66,63.9,-3.99,0.5018
41.52,4.3,-3.84,0.0071
95.53,114.1,-1.57,0.0733
220.38,33.0,0.15,0.1286
292.38,1.9,3.16,0.2554
408.11,9.2,-0.74,0.2216
494.13,69.6,1.02,0.7555
194.43,16.5,-5.53,0.107
23.71,5.0,3.53,0.1408
400.59,45.6,0.01,0.4695
302.19,74.7,-1.62,0.3078
99.27,13.4,-1.91,0.0193
247.41,37.6,-4.27,0.0942
371.16,50.1,-3.55,0.2235
385.21,19.1,3.28,0.7558
249.81,60.7,-3.97,0.1259
152.61,10.2,-4.02,0.0348
486.87,5.6,-3.26,0.3752
331.68,62.4,-4.5,0.4775
204.12,29.7,-1.46,0.1099
140.23,11.4,1.22,0.0542
365.55,50.9,-3.03,0.3237
121.09,109.8,-4.93,0.2576
85.85,86.9,-0.77,0.0996
264.92,97.9,-1.64,0.1529
144.99,104.6,1.01,0.1646
314.45,116.7,-2.64,0.3253
58.97,91.6,-2.15,0.1263
327.47,73.0,-1.87,0.4608
141.65,43.9,-1.28,0.0465
0.12,21.8,-2.48,0.011
63.47,82.4,-2.89,0.061
466.81,119.4,-6.13,0.7432
433.68,56.1,-2.91,0.3384
116.8,86.8,0.29,0.0984
389.19,59.4,0.63,0.3001
304.29,51.8,-2.68,0.3425
485.45,49.2,1.75,0.5723
186.8,60.6,-1.57,0.0482
340.73,44.0,-4.84,0.2898
31.77,89.9,-5.63,0.0288
198.12,104.9,1.55,0.3397
481.91,105.9,-2.43,0.7263
269.49,27.3,-4.54,0.1685
143.94,107.5,-7.15,0.1363
60.14,41.0,-2.49,0.0748
351.76,37.1,-0.49,0.2443
322.43,87.2,-3.24,0.4957
186.97,36.6,-4.13,0.0898
475.47,6.4,-2.87,0.6141
11.1,44.8,1.61,0.0958
151.86,86.6,-4.98,0.123
460.53,39.2,-3.1,0.5218
160.47,75.5,1.53,0.2146
126.13,79.2,-0.26,0.0803
267.11,88.0,-1.05,0.1552
411.9,107.7,-3.12,0.5015
51.57,51.9,-1.42,0.0929
471.51,20.0,-2.84,0.263
397.54,38.3,-3.65,0.2548
90.63,51.9,-4.2,0.0455
356.0,85.7,0.46,0.4698
192.48,1.6,-1.65,0.0604
201.15,37.9,-0.71,0.072
391.65,93.6,-1.12,0.5645
481.39,80.5,-0.4,0.7558
63.33,87.8,-2.14,0.1148
210.32,97.4,-2.7,0.1839
240.47,94.0,-3.54,0.2972
188.16,81.9,-5.03,0.0879
181.59,52.8,-4.31,0.0681
26.13,118.0,-2.41,0.0428
342.77,68.3,-5.51,0.3194
218.11,24.3,-4.96,0.0563
97.4,35.1,1.11,0.0359
408.02,83.2,-0.94,0.455
401.28,111.0,-2.63,0.38
243.2,21.4,4.18,0.7187
149.23,9.9,-5.62,0.0312
319.05,105.8,0.94,0.6671
144.08,109.8,-1.78,0.125
118.0,33.2,0.46,0.033
365.26,45.3,-1.23,0.4229
20.16,79.2,-6.18,0.0429
47.38,39.6,-1.26,0.0702
3.39,105.3,-0.66,0.042
76.47,12.9,-6.98,0.0195
34.5,4.6,3.36,0.1628
497.9,25.0,-0.72,0.5901
144.4,34.3,0.18,0.0663
74.63,13.6,-4.41,0.1159
120.5,7.9,0.23,0.0316
468.06,90.7,1.22,0.6691
260.08,19.7,-0.87,0.0676
182.41,109.7,-1.52,0.1775
436.7,44.2,-3.73,0.6024
197.5,80.5,-2.04,0.1411
167.5,27.0,-2.78,0.1223
103.64,28.8,-0.07,0.0465
188.9,69.0,-3.62,0.1958
158.34,67.3,-0.09,0.116
338.65,92.2,-3.6,0.4459
144.79,90.9,-2.16,0.1678
288.6,80.5,0.04,0.2239
32.95,53.9,-3.26,0.024
95.64,106.9,0.13,0.1323
203.7,74.7,-0.12,0.3145
468.47,118.8,-2.18,0.5646
188.63,98.3,1.4,0.156
332.04,5.3,-1.31,0.1306
127.54,38.5,1.26,0.1633
63.52,68.6,2.98,0.2411
29.27,86.6,-2.1,0.0279
152.71,66.0,0.11,0.1015
78.83,94.3,-3.09,0.0349
87.01,33.9,-4.08,0.0483
380.38,22.1,-1.99,0.2175
7.92,6.5,-4.91,0.0124
278.91,68.8,-3.84,0.2644
189.73,82.6,-0.02,0.1625
253.27,39.1,-2.78,0.1036
281.42,73.6,0.28,0.3866
156.68,6.3,-0.75,0.0599
147.55,11.9,3.13,0.1042
366.7,84.2,-0.19,0.3969
435.64,44.2,1.29,0.4697
96.29,80.6,-0.5,0.0409
48.81,99.8,-0.72,0.0875
448.9,102.3,1.41,0.7796
174.95,20.7,0.17,0.0596
275.66,58.4,-0.97,0.1475
179.77,88.1,-0.99,0.1743
62.9,92.9,-0.15,0.0941
294.67,94.2,-3.18,0.5878
262.57,27.4,-3.28,0.1111
101.5,23.1,2.06,0.0559
225.93,70.8,3.16,0.5035
398.47,88.9,-3.82,0.6095
295.21,38.3,-3.17,0.1245
48.46,12.6,1.36,0.0208
274.01,86.0,-0.17,0.1988
351.37,36.0,0.19,0.2139
396.35,20.0,0.74,0.2449
314.56,17.7,-2.1,0.1667
76.33,37.8,-0.68,0.0335
355.09,71.1,-0.87,0.4508
338.67,43.0,-3.65,0.2029
12.21,2.5,-0.71,0.0165
205.87,11.6,1.59,0.1226
166.48,34.9,-2.34,0.0388
334.71,79.2,-1.12,0.2877
108.07,11.8,-0.98,0.0138
295.44,67.3,-2.21,0.442
456.6,14.4,0.19,0.3906
398.9,25.4,-3.2,0.2099
460.73,20.7,1.83,0.6001
489.25,8.1,0.07,0.161
5.34,80.6,-3.84,0.0737
311.37,55.6,2.75,0.7577
206.42,99.7,-1.08,0.2143
429.93,11.9,-3.31,0.3268
125.91,17.4,1.26,0.0427
490.51,36.8,-0.26,0.3494
306.85,91.9,-5.93,0.1802
396.77,36.7,-2.81,0.2982
42.8,49.0,-0.8,0.0526
91.73,36.2,-6.9,0.0318
379.2,9.6,-1.29,0.2408
10.99,112.7,-1.11,0.0969
408.44,65.8,-4.46,0.2579
6.97,94.5,-0.82,0.1088
328.56,79.0,-1.48,0.4731
182.55,61.7,-4.48,0.1351
305.75,10.8,0.8,0.2786
348.02,77.1,0.59,0.5704
171.24,18.6,-2.22,0.0627
53.98,49.7,-2.0,0.0686
34.82,75.5,0.32,0.042
294.47,93.9,-2.0,0.3763
260.33,82.2,-6.33,0.372
371.1,80.6,-0.28,0.1587
254.87,17.9,-3.53,0.122
211.22,41.5,-2.47,0.1388
199.04,5.1,2.14,0.0833
13.22,86.3,-1.83,0.0493
167.78,114.3,-1.5,0.1371
488.01,31.7,-0.23,0.5195
436.78,10.5,-0.24,0.29
164.69,57.1,-3.8,0.0573
293.9,102.8,-1.65,0.487
423.65,66.2,-1.41,0.4191
220.64,5.6,-0.82,0.0748
8.98,116.9,-0.78,0.1174
37.26,99.4,4.97,0.4532
255.2,15.8,-4.44,0.0982
484.72,110.6,0.95,0.7957
346.6,54.1,1.46,0.4559
35.46,44.6,-0.27,0.0781
94.68,55.3,-3.13,0.0639
385.66,100.1,2.66,0.8631
420.72,79.1,-6.98,0.5781
308.85,7.1,-3.21,0.1535
322.21,114.9,1.43,0.4368
14.17,17.7,-2.43,0.0487
414.27,89.5,2.49,0.7148
394.14,76.3,-5.28,0.6603
129.52,22.5,-4.28,0.0564
354.34,20.5,-2.83,0.2197
107.43,104.4,-0.46,0.0974
20.17,50.4,-2.06,0.0927
100.57,78.5,-2.73,0.0984
89.31,60.5,2.05,0.1626
168.87,87.3,2.28,0.3236
209.22,57.5,-2.54,0.0919
254.27,34.5,-5.77,0.1275
238.38,43.6,-6.89,0.0829
135.34,103.1,-0.9,0.1778
14.59,56.2,0.14,0.0223
302.55,25.6,-1.34,0.2327
197.87,112.2,-1.68,0.3223
149.34,95.6,-3.51,0.1302
433.47,6.7,0.14,0.3637
373.37,119.9,2.7,0.9018
428.88,83.4,-7.04,0.366
247.49,19.2,-1.69,0.2033
65.47,28.5,-3.93,0.0247
348.11,83.1,-5.23,0.4698
103.04,93.6,-4.32,0.1289
220.61,28.7,-0.55,0.0279
32.5,30.8,-0.49,0.0162
412.65,36.9,2.15,0.7436
62.97,71.8,-1.48,0.0527
451.55,20.6,-5.9,0.4418
432.12,12.5,-2.1,0.308
232.29,81.5,-4.97,0.309
372.18,93.5,-4.52,0.4842
309.72,60.1,-0.05,0.3993
401.54,43.7,-1.01,0.2455
215.9,51.8,-0.03,0.1132
392.9,46.6,-2.39,0.278
231.23,115.2,0.48,0.3912
470.48,92.2,-2.53,0.6241
243.19,25.0,1.29,0.1795
231.31,46.1,-0.64,0.0903
392.54,65.3,-2.02,0.3519
410.79,73.6,-0.97,0.4712
277.24,56.2,-1.54,0.0794
89.9,97.2,2.49,0.1214
233.88,92.1,-0.89,0.2283
484.04,60.6,-1.5,0.2492
376.49,102.5,-2.1,0.4883
405.58,90.1,0.61,0.5678
16.41,93.4,0.27,0.0735
233.93,114.8,-2.18,0.2239
323.31,32.0,-4.39,0.3432
415.02,32.1,-3.75,0.4319
24.64,106.7,-1.96,0.0305
426.22,92.7,1.87,0.7826
274.2,111.2,-2.13,0.5312
98.66,7.6,-2.99,0.019
158.63,75.3,-5.9,0.1065
140.96,17.4,2.28,0.2612
265.43,60.5,-0.08,0.1493
25.84,18.7,0.49,0.0408
79.27,15.4,0.9,0.028
406.35,1.5,-1.91,0.0647
66.3,75.6,-1.29,0.0979
116.7,43.1,2.22,0.203
226.69,12.6,-1.05,0.0958
258.56,38.7,-0.03,0.0834
381.81,20.3,0.68,0.224
223.67,113.0,0.11,0.4071
394.93,38.4,-1.82,0.3446
309.17,40.1,-1.58,0.1848
56.55,100.8,0.44,0.1035
78.17,77.7,0.44,0.1557
218.52,85.2,1.42,0.4355
198.44,76.3,-0.12,0.1187
371.77,113.5,-0.01,0.3718
290.37,24.8,-2.62,0.1809
194.07,118.7,-2.95,0.1639
85.38,99.7,0.45,0.0665
113.42,70.7,-2.94,0.133
287.75,79.5,-1.55,0.3613
211.72,77.9,1.95,0.4312
257.46,7.0,1.55,0.1168
85.34,26.2,-0.75,0.0738
331.45,115.4,-2.24,0.5979
426.27,64.1,-1.81,0.4305
128.97,45.4,0.67,0.0664
245.76,91.4,-1.59,0.2454
487.76,62.9,-2.9,0.5267
166.62,1.6,1.54,0.2472
297.52,88.3,-1.05,0.2714
45.1,87.9,-2.94,0.0337
303.01,19.8,-0.3,0.272
44.82,114.8,0.93,0.1046
479.62,26.9,-4.02,0.5332
357.83,54.9,-2.0,0.3833
394.08,13.8,-2.12,0.2368
352.05,72.4,-0.37,0.2527
294.86,45.1,0.08,0.1913
224.96,42.4,-2.88,0.066
429.19,99.2,-5.23,0.6011
478.42,1.1,1.08,0.5935
249.52,95.8,-4.3,0.448
465.77,68.6,-0.82,0.4282
291.67,118.3,-1.83,0.3736
269.19,70.7,-1.09,0.1754
227.24,6.6,2.63,0.2955
104.64,6.1,6.1,0.3373
1.86,106.0,-5.58,0.0336
120.75,100.9,0.96,0.092
254.86,41.5,-1.89,0.0719
189.98,74.2,1.12,0.1786
224.24,58.8,0.89,0.3885
490.32,116.1,2.02,0.9277
175.14,114.0,-0.79,0.2048
226.09,118.1,-3.72,0.4386
66.76,104.0,0.82,0.1515
23.98,109.1,-1.21,0.0808
387.7,26.1,-2.08,0.2238
285.34,99.7,-2.69,0.2611
380.35,85.1,1.02,0.4434
74.93,115.5,2.51,0.2763
285.91,68.6,-4.49,0.21
126.82,10.2,0.05,0.042
114.03,71.7,-2.43,0.0737
5.76,82.4,-5.17,0.0323
65.17,26.4,-1.13,0.0173
154.63,47.3,-3.58,0.0868
58.44,71.8,-5.44,0.039
492.93,44.9,-3.45,0.5729
154.32,45.0,-4.07,0.028
65.16,16.0,-3.12,0.0274
99.54,112.9,-4.81,0.1629
293.85,90.1,-2.49,0.3802
32.02,0.1,-3.28,0.0129
431.22,91.9,-0.56,0.6869
480.75,88.8,-0.02,0.5103
123.37,1.2,-0.85,0.0282
225.05,44.4,-2.09,0.1061
11.07,72.8,-2.16,0.0573
320.36,54.3,-3.59,0.106
206.96,93.4,-3.53,0.1221
135.03,51.1,0.26,0.1645
103.42,18.5,-5.9,0.0098
327.01,117.2,-1.7,0.5698
208.11,29.0,-2.31,0.0601
89.83,86.1,-0.0,0.0861
344.55,17.2,-5.06,0.3145
282.54,39.5,-1.47,0.1823
429.34,53.0,-0.64,0.6101
58.74,23.1,-6.26,0.0193
392.83,54.0,-4.19,0.3257
336.76,18.9,-1.73,0.2442
57.51,67.1,-0.21,0.0372
347.41,79.6,-1.04,0.4434
220.77,7.5,-0.1,0.1161
472.49,104.5,-4.2,0.7828
70.81,22.2,-5.47,0.0123
321.42,27.0,-1.29,0.1553
190.99,79.4,-4.57,0.1624
478.41,56.3,-3.66,0.5123
164.99,59.9,0.83,0.1489
481.09,15.4,-1.03,0.4322
450.74,96.7,-2.92,0.5727
135.19,74.0,-3.25,0.0828
401.77,16.2,0.05,0.1678
497.8,44.9,-0.97,0.4792
126.33,97.2,-4.54,0.0577
218.39,68.2,-6.37,0.1582
260.09,13.0,3.2,0.4019
147.47,44.7,-4.56,0.0428
7.63,29.1,-0.18,0.0427
110.06,62.1,2.28,0.1908
140.97,101.2,-1.13,0.153
221.8,52.4,-3.0,0.0945
85.55,52.0,-5.07,0.0376
436.63,108.6,-5.1,0.6867
352.46,69.1,-0.56,0.308
42.6,67.9,2.13,0.1345
325.05,31.4,-2.49,0.2641
326.83,72.9,-2.89,0.2591
478.11,69.1,0.24,0.4605
1.51,47.6,-3.21,0.0106
123.97,118.9,-0.81,0.2678
463.9,105.8,-1.4,0.7797
466.07,90.0,-2.52,0.7121
360.29,64.5,-1.54,0.2956
382.88,55.4,2.91,0.6161
45.74,22.2,0.01,0.0192
256.94,36.7,1.23,0.2311
115.79,92.9,-3.8,0.0603
90.61,54.4,1.24,0.0498
405.15,105.9,0.1,0.3829
67.52,17.7,-5.25,0.0334
234.33,61.0,-0.15,0.09
469.29,77.6,-2.78,0.6396
92.92,62.0,-5.36,0.0463
489.0,106.7,-1.18,0.7871
497.14,118.7,-0.15,0.8063
277.81,13.9,-1.12,0.1011
85.07,15.6,-1.77,0.0287
158.05,15.6,-2.33,0.045
212.25,81.7,4.67,0.7143
154.66,44.7,-4.46,0.1089
140.32,88.0,0.68,0.1347
486.11,48.7,-1.46,0.5188
76.68,75.3,-3.64,0.0303
366.66,92.4,-1.62,0.489
0.21,65.8,-4.98,0.0215
298.09,64.7,-2.99,0.2006
457.97,10.6,-1.62,0.2503
143.97,49.3,-5.38,0.0647
92.76,65.5,-0.23,0.0223
325.84,55.4,-3.91,0.3273
356.3,108.1,-5.13,0.4881
344.02,108.8,-4.2,0.4134
159.66,98.6,3.94,0.4617
126.1,45.0,-6.45,0.0692
477.96,86.1,-0.41,0.5739
461.65,47.4,-3.38,0.6359
228.66,27.9,-2.38,0.1183
423.1,41.1,0.01,0.5684
226.16,8.5,-0.11,0.0762
212.19,39.8,-3.2,0.1589
78.38,55.3,-4.89,0.0567
213.2,114.7,0.06,0.2198
268.71,37.6,-0.12,0.1554
11.25,108.3,-2.21,0.0391
222.06,27.5,-0.4,0.218
390.68,22.9,-2.61,0.2533
340.02,62.3,-3.57,0.3031
317.58,80.7,-1.49,0.365
454.78,5.3,-0.2,0.2099
9.02,26.5,-0.73,0.0333
278.52,54.7,-0.23,0.123
393.67,39.7,-3.4,0.2009
270.67,85.5,2.45,0.5836
161.95,61.3,-2.36,0.051
68.13,19.2,-1.8,0.0529
443.78,107.3,-4.8,0.633
235.38,35.1,-1.98,0.0241
439.06,87.7,-0.17,0.6055
292.93,93.6,0.41,0.4422
337.1,115.6,2.4,0.7618
402.13,59.8,-0.2,0.2566
329.58,73.9,-0.81,0.3086
199.03,40.2,-2.62,0.0727
256.82,81.4,-3.15,0.1528
401.52,55.6,0.93,0.3941
186.83,52.5,0.88,0.1662
194.06,102.7,-4.19,0.2776
47.85,6.0,0.31,0.0263
457.29,105.8,0.13,0.4894
45.52,102.2,-4.28,0.0916
324.1,60.8,-0.15,0.3522
206.6,58.8,-4.12,0.2196
202.81,43.4,-7.57,0.0629
339.78,119.3,-1.9,0.4949
33.55,13.3,-0.86,0.023
296.85,70.8,-1.79,0.2097
386.02,81.8,5.67,0.9705
414.11,112.1,-0.55,0.6184
85.27,93.6,-1.13,0.0554
448.71,77.3,-0.43,0.467
328.07,14.0,-2.6,0.2611
440.93,44.8,0.82,0.4246
242.64,16.7,-0.6,0.0525
271.02,105.7,-0.71,0.3604
459.52,90.0,-3.06,0.6248
449.95,90.9,-5.41,0.452
224.08,78.3,-2.75,0.1427
137.21,60.8,-0.79,0.0522
196.59,18.0,-2.61,0.0484
193.88,39.6,-0.77,0.2511
143.43,16.4,-2.08,0.0371
134.29,87.0,-0.42,0.0717
430.53,19.2,-3.94,0.5606
34.93,84.3,-1.02,0.075
338.81,83.1,-3.1,0.4549
86.41,55.1,-5.35,0.0323
172.25,16.2,-1.91,0.0926
30.77,37.8,2.34,0.133
134.99,38.4,-5.15,0.0589
384.21,84.0,-1.2,0.2643
442.51,13.6,0.49,0.3849
110.76,99.5,4.25,0.7847
231.77,91.3,-2.73,0.2376
235.16,22.4,-3.08,0.0779
436.79,86.3,-4.42,0.5435
381.4,80.2,1.35,0.6191
256.54,89.8,-3.67,0.1823
335.37,22.7,-2.43,0.1828
423.68,18.9,-6.12,0.4736
4.77,28.4,0.71,0.05
201.45,43.9,1.4,0.1456
453.62,95.2,0.61,0.827
370.16,88.6,-5.51,0.5424
271.42,111.1,0.02,0.4169
264.82,7.0,-5.68,0.1131
173.89,1.4,-1.35,0.0278
260.26,83.9,-0.99,0.2039
327.69,33.5,-0.72,0.277
209.18,40.1,-0.16,0.0558
357.08,65.6,-1.52,0.2351
430.62,12.3,-6.41,0.3279
77.34,77.1,-0.16,0.0423
225.77,39.0,-1.26,0.1549
204.01,75.9,-3.76,0.1085
343.73,100.1,-5.42,0.4684
124.93,20.5,2.35,0.1654
320.13,111.7,1.58,0.6088
438.74,63.7,0.26,0.5011
209.07,110.8,-3.19,0.1815
455.51,24.9,-7.79,0.3796
496.58,72.5,0.41,0.581
53.05,48.5,-0.58,0.0305
116.53,92.9,-2.44,0.1419
475.19,72.7,1.31,0.6482
479.16,59.3,0.62,0.5871
48.85,109.6,-1.06,0.0992
7.5,45.3,-1.41,0.0082
80.55,26.4,-1.37,0.0737
498.01,73.0,0.2,0.7723
90.0,74.9,-3.64,0.0315
251.27,52.7,-0.44,0.06
424.21,58.4,-3.8,0.4463
10.2,115.1,1.84,0.1047
302.24,87.9,-0.17,0.4298
138.51,13.3,-3.22,0.0476
431.17,25.5,-1.3,0.3527
141.73,117.1,-3.63,0.1306
343.38,87.2,2.26,0.8469
337.11,109.8,2.56,0.8526
110.75,36.5,0.24,0.0678
17.4,89.0,2.39,0.2708
204.62,85.7,-1.12,0.1103
144.6,35.4,0.41,0.1273
404.49,66.1,1.56,0.63
400.18,75.3,-1.51,0.4995
228.51,57.7,-1.32,0.1319
303.26,99.3,0.83,0.2644
302.13,99.9,0.12,0.4912
413.58,102.1,-3.39,0.3607
212.5,96.4,-6.97,0.1374
137.72,58.6,-1.94,0.0603
132.52,45.8,-6.74,0.0234
268.1,99.8,-3.98,0.1964
224.57,58.8,-3.69,0.1546
220.06,29.6,-2.92,0.078
45.57,60.9,0.55,0.0464
359.3,17.0,1.09,0.2366
106.87,83.0,-0.23,0.0849
98.48,40.3,0.08,0.0384
206.38,31.3,0.14,0.0424
113.89,114.8,-7.74,0.1226
291.93,93.2,-1.47,0.1999
185.73,94.4,-5.99,0.2407
224.46,74.8,-0.23,0.1446
268.58,100.7,-6.73,0.6035
101.77,91.1,-1.95,0.1375
77.88,71.9,-0.13,0.0539
440.21,115.3,-4.29,0.7391
216.86,23.0,0.9,0.051
206.05,113.2,-0.23,0.338
17.81,48.2,-0.55,0.0172
248.99,63.4,0.25,0.2034
277.08,14.7,-2.4,0.0812
279.42,64.8,-1.12,0.1675
353.52,73.3,-1.47,0.3402
88.74,119.7,-1.53,0.1239
126.11,117.0,-3.18,0.1481
405.37,116.0,-4.61,0.6181
473.59,41.8,-2.34,0.2897
67.97,119.0,-2.48,0.2678
248.82,54.7,-3.34,0.1717
107.09,102.2,0.63,0.1805
30.04,26.0,-4.43,0.0173
162.75,60.7,-1.93,0.0615
71.84,115.9,1.42,0.2207
354.97,113.6,0.77,0.6576
266.86,82.0,1.54,0.6085
71.92,95.7,-2.98,0.19
4.62,21.2,0.46,0.0419
404.08,86.6,-4.16,0.2991
88.1,74.2,-2.19,0.0515
303.11,11.0,-1.95,0.149
168.46,13.6,-2.94,0.0411
292.74,13.0,-2.4,0.1208
157.83,86.9,-2.73,0.0472
43.47,17.0,-3.96,0.0311
111.48,56.1,0.64,0.0349
94.03,42.8,-1.96,0.02
214.01,66.1,-1.0,0.0908
329.14,84.8,-1.09,0.3443
131.9,82.2,-1.36,0.0464
6.03,61.9,-1.27,0.0171
259.47,55.7,-2.26,0.2662
302.88,47.7,2.05,0.4528
481.44,103.4,0.4,0.7959
294.74,39.7,-1.45,0.103
235.59,31.1,-2.62,0.102
286.7,89.2,-1.8,0.2816
463.95,43.2,-0.46,0.3685
414.19,101.6,2.25,0.8406
161.49,39.3,-4.93,0.0275
118.63,84.2,0.15,0.1215
131.32,5.4,1.32,0.0585
252.21,46.3,-5.22,0.1282
372.02,41.2,-1.95,0.3822
251.61,98.0,-4.16,0.3098
33.9,116.0,-0.42,0.0662
361.79,55.3,-2.4,0.2084
402.99,99.0,-1.83,0.7054
144.75,84.0,-2.53,0.0599
332.06,116.1,0.3,0.5969
213.3,97.3,-0.93,0.106
444.56,9.3,-0.92,0.4146
422.61,85.6,-1.1,0.6615
262.72,64.3,-0.07,0.0839
345.75,2.0,-2.15,0.1855
441.67,30.2,2.75,0.7892
247.86,110.6,-4.59,0.376
156.63,111.1,-5.81,0.1982
376.83,95.9,-6.02,0.3709
110.03,117.8,-6.7,0.1233
194.27,96.8,0.18,0.3654
432.86,1.2,-0.12,0.1718
362.21,34.5,1.52,0.4972
201.91,3.7,-4.14,0.095
107.37,11.3,0.36,0.023
177.98,26.3,-1.36,0.0326
142.05,60.4,-1.08,0.0435
88.04,101.7,0.06,0.1157
371.67,103.4,-3.39,0.3515
126.03,73.9,4.97,0.6296
227.08,111.4,1.83,0.6837
192.93,60.0,-2.83,0.1108
491.04,106.7,-4.23,0.6547
195.55,54.5,-1.72,0.1135
39.99,33.3,-1.04,0.0238
44.91,110.0,1.16,0.1727
295.38,46.6,-4.42,0.3477
299.68,60.4,-0.79,0.2693
209.38,39.5,-5.32,0.2286
215.92,79.5,-0.41,0.2056
26.97,119.4,-1.77,0.0533
258.27,3.1,3.34,0.6816
252.37,108.0,-5.37,0.2842
74.77,0.5,1.93,0.0367
51.92,43.7,-5.76,0.0939
61.79,20.2,-4.82,0.0168
50.51,90.9,-5.69,0.0423
304.85,6.1,-0.87,0.0957
98.24,66.4,-4.43,0.0669
125.72,35.4,-4.87,0.076
86.79,16.0,-0.99,0.0075
478.92,92.6,-0.37,0.7656
427.31,26.1,-1.4,0.2754
115.25,26.8,-1.91,0.0329
163.78,33.0,3.07,0.5016
104.95,70.4,-1.14,0.076
245.94,79.2,0.51,0.3073
9.81,2.1,-1.14,0.012
335.68,29.0,-4.24,0.2695
261.58,51.7,-0.13,0.3052
449.32,39.8,-3.14,0.1757
82.2,106.1,-1.73,0.1533
402.05,94.5,-0.74,0.7126
395.98,75.1,-6.35,0.5112
63.59,40.6,-5.52,0.0236
199.28,84.1,0.77,0.1472
85.08,101.2,-3.16,0.246
127.36,71.4,-3.04,0.054
131.62,94.1,-1.08,0.2182
278.12,89.9,-2.46,0.3249
205.71,68.6,-0.46,0.3095
473.87,37.5,-1.63,0.424
63.19,89.5,-1.0,0.0306
486.85,24.8,-3.25,0.4423
115.32,93.5,-1.02,0.0513
386.44,96.5,1.26,0.8943
169.48,98.7,-2.92,0.206
71.54,56.7,0.79,0.0985
428.94,23.1,-1.63,0.4176
154.43,12.0,0.34,0.038
329.43,89.2,-1.18,0.3561
283.22,106.4,-1.58,0.3581
235.88,78.1,-0.63,0.3847
247.91,17.3,1.53,0.1284
366.12,112.2,-0.91,0.4372
43.89,118.7,-0.3,0.0724
334.09,52.0,-2.42,0.2004
447.91,71.4,2.43,0.707
28.89,93.3,0.1,0.0153
70.33,88.4,-1.31,0.0286
358.32,116.1,-1.81,0.6588
218.64,13.8,0.94,0.1212
201.77,69.7,-3.02,0.1942
68.48,83.0,-5.96,0.0475
253.39,106.8,-1.32,0.285
63.27,104.9,1.48,0.3255
238.31,117.4,2.48,0.8069
381.81,61.4,-1.77,0.4868
129.13,99.7,-1.39,0.1335
240.39,51.3,-0.2,0.1753
496.01,50.7,-2.16,0.6019
343.33,30.4,-0.21,0.2009
420.68,98.2,-1.71,0.534
207.42,118.3,1.03,0.528
383.93,30.8,0.31,0.193
20.25,6.7,0.53,0.04
61.46,97.9,-2.01,0.0643
101.54,74.4,3.31,0.2245
200.98,115.2,-0.29,0.1919
422.87,30.3,-0.88,0.2497
173.13,8.5,-3.4,0.0364
327.31,59.1,-1.74,0.2155
354.66,10.3,-1.21,0.1387
293.09,31.4,-3.47,0.1373
178.62,15.1,-2.23,0.0533
288.53,26.9,-1.91,0.1968
171.13,12.7,-1.36,0.0447
41.94,114.5,-5.91,0.0924
496.4,33.4,-1.84,0.4941
63.59,53.3,-2.44,0.0511
36.17,107.8,-1.55,0.0711
439.27,81.3,1.09,0.6371
150.92,74.2,3.63,0.3868
325.15,84.7,0.2,0.3998
164.5,99.5,-4.59,0.2582
195.73,105.3,-2.36,0.1871
131.06,77.1,-0.01,0.0663
171.52,106.8,-0.29,0.1606
205.35,64.2,0.97,0.1689
360.21,33.3,-1.74,0.1896
255.77,105.6,-2.41,0.1692
471.78,65.0,2.88,0.8648
20.94,108.7,-1.35,0.0702
251.53,4.8,-4.04,0.0494
292.11,47.7,2.19,0.3603
460.1,113.7,-5.24,0.6018
24.58,30.0,-10.24,0.0105
286.75,113.0,0.42,0.3241
426.81,114.5,0.78,0.7308
120.96,105.9,-0.46,0.0681
438.15,67.6,-4.76,0.4878
9.52,77.6,-1.65,0.0263
366.23,104.4,-2.2,0.3848
466.56,93.1,-2.84,0.6937
328.6,75.6,2.03,0.5402
219.51,117.9,-4.12,0.2296
22.44,82.3,-0.71,0.0804
460.06,117.1,1.49,0.797
235.15,6.9,-0.55,0.1503
14.5,16.7,1.6,0.034
344.91,54.2,-0.09,0.183
240.92,46.2,-0.43,0.1037
62.17,93.9,-0.58,0.0718
107.14,19.3,0.03,0.0626
32.25,117.1,-2.46,0.1105
287.15,37.8,-4.75,0.1675
311.01,51.5,0.89,0.4803
252.87,33.0,1.4,0.111
408.55,69.5,-0.87,0.484
430.5,7.0,-2.87,0.311
307.81,18.0,-5.39,0.167
6.38,89.5,-1.29,0.0196
347.61,22.4,-4.87,0.131
209.0,28.3,-5.22,0.0768
282.78,95.2,-1.55,0.4371
324.54,11.2,-3.41,0.3147
175.12,52.5,-0.64,0.0664
458.55,2.8,-1.9,0.1908
66.99,41.6,-3.02,0.0506
335.76,83.9,-5.76,0.6795
2.18,10.8,-3.63,0.0226
462.33,106.6,-3.54,0.6043
56.25,109.1,-4.56,0.2724
47.44,12.6,-2.32,0.0269
166.5,118.9,-4.37,0.1443
